international_id,helmet_brand,tape_color,pregame_music_genre,locker_room_role,training_pct,uses_tinted_visor,left_skate_first,brings_backup_stick,morning_skate_attended,hydration_pct,pass_drill_success_pct,0x676f6c64656e5f7469707073,video_review_completion_pct,extra_sticks_packed,warmup_laps,bus_seat_number,autographs_signed_week,skate_hollow_inches,avg_shoot_speed,shot_power_score,sleep_hours_before_game,stick_blade_curve_mm,travel_fatigue_score,recovery_balance_minutes,selection_probability
5230,CCM,green,electronic,quiet,51.724824,1,0,1,1,99.5,63.78,foxtrot,73.49,0,6,3,6,0.82,86.29,55.55,7.23,10.4,-3.01,-119,0.890787
5231,Bauer,white,rock,mentor,19.683748,1,0,0,0,52.57,67.72,quebec,55.27,1,1,30,8,0.933,85.39,54.47,6.27,7.31,-4,-94,0.749495
5232,Warrior,black,hip hop,hype,29.394132,0,0,1,0,74.59,78.45,november,79.34,2,2,31,6,0.636,84.89,53.87,7.08,9.65,-3.59,-37,0.152958
5233,Bauer,green,country,joker,51.589384,0,0,1,1,94.02,91.84,kilo,86.85,1,4,11,6,0.609,77.12,44.54,6.17,13.1,-2.8,-126,0.618945
5234,Warrior,white,electronic,mentor,45.6002,0,0,1,1,79.77,73.61,echo,69.75,3,4,26,7,0.855,84.77,53.72,7.86,10.55,-1.93,-97,0.910956
5235,Sherwood,white,rock,quiet,46.300764,0,0,1,1,96.03,58.69,delta,61.65,5,6,6,7,0.606,86.62,55.94,6.61,16.51,-3.33,-10,0.254629
5236,CCM,white,hip hop,mentor,69.005387,0,1,0,1,66.73,58.25,juliett,83.83,1,1,8,7,0.768,85.3,,7.48,10.87,-3.47,-101,0.107511
5237,Warrior,blue,hip hop,quiet,64.791859,0,1,1,0,85.36,82.84,lima,77.54,4,2,40,7,0.804,94.48,65.38,8.53,6.83,-4.77,-91,0.236002
5238,Bauer,white,metal,joker,62.698617,0,1,1,0,88.17,55.24,oscar,65.72,4,2,29,8,0.773,92.1,62.52,7.24,7.81,-2.01,-70,0.781292
5239,CCM,black,pop,hype,51.848271,0,1,1,1,75.26,33.74,echo,63.42,2,4,1,3,0.405,87.31,,9.64,5.77,-3.39,-107,0.136983
5240,CCM,white,pop,mentor,76.258153,0,1,0,1,59.62,74.96,hotel,55,3,2,7,6,0.478,93.38,,7.65,5.6,-1.46,-72,0.850283
5241,Warrior,white,rock,planner,69.72807,1,0,0,1,96.84,83.03,bravo,41.29,2,4,36,5,0.453,86.58,55.9,5.54,16.36,-3.09,-94,0.608363
5242,Bauer,white,hip hop,planner,52.449261,0,0,0,0,71.7,53.63,victor,66.7,4,8,52,3,0.878,81.96,50.35,8.58,9.78,-3.95,-145,0.864079
5243,Warrior,black,electronic,planner,49.443208,0,1,1,1,64.95,58.75,foxtrot,21.38,0,7,5,7,0.429,85.7,54.84,7.84,13.5,-1.03,-58,0.548165
5244,Warrior,black,country,mentor,49.209531,0,1,1,1,64,53.06,papa,21.17,0,7,17,7,0.453,76.24,43.49,7.38,7.42,-1.59,-82,0.34055
5245,Bauer,black,pop,hype,49.856891,0,0,1,1,94.22,50.23,juliett,69.95,2,4,44,6,0.453,90.69,,7.39,11.96,-2.82,-47,0.593347
5246,TRUE,white,country,mentor,15.232638,0,0,1,1,93.17,50.97,zulu,58.18,5,1,52,5,0.7,75.65,42.78,6.86,8.81,-1.63,-24,0.16858
5247,Warrior,white,pop,joker,61.53337,1,0,1,1,69.85,91.39,kilo,74.28,4,4,15,9,0.397,85.83,55,7.08,10.29,-4.27,-167,0.626077
5248,Sherwood,black,metal,hype,54.972086,0,1,1,0,61.17,63.01,kilo,54.93,4,3,53,1,0.473,95.17,,7.55,8.5,-4.68,-137,0.270436
5249,TRUE,white,pop,quiet,53.591786,0,0,0,1,99.48,46,bravo,26.64,4,1,13,4,0.505,86.26,55.51,6.04,7.92,-2.36,-36,0.70578
5250,TRUE,white,hip hop,quiet,43.769251,0,0,1,1,54.41,78.02,golf,3.25,3,8,34,7,0.731,64.2,29.04,9.34,17.12,-1.95,-103,0.50595
5251,Bauer,white,country,planner,65.391545,0,0,0,1,56.34,53.26,foxtrot,87.52,0,4,47,1,0.443,76.81,44.17,6.38,5.49,-1.28,-76,0.798024
5252,CCM,white,electronic,joker,44.819656,0,0,1,1,78.15,69.79,oscar,38.89,2,3,50,5,0.758,86.64,55.97,8.52,7.79,-0.95,-158,0.368807
5253,CCM,green,pop,mentor,63.742382,0,1,1,1,56.34,50.12,lima,49.01,0,2,16,4,0.559,86.31,55.57,8.6,13.17,-0.67,-55,0.849513
5254,TRUE,black,country,hype,43.262324,0,1,1,0,93.95,68.8,papa,69.15,4,5,54,4,0.462,83.43,52.12,7.64,5.92,-1.06,-44,0.336876
5255,Warrior,blue,country,quiet,65.780375,0,0,1,0,58.44,69.52,romeo,80.7,4,1,44,5,0.78,79.95,47.94,5.76,13.42,-2.58,-69,0.122552
5256,CCM,black,hip hop,joker,41.794191,0,1,1,0,58.86,66.37,mike,38.7,4,4,48,6,0.465,72.69,39.23,6.45,17.37,-4.17,-82,0.195967
5257,CCM,white,country,hype,50.593389,0,0,0,1,77.08,37.46,bravo,44.39,4,3,31,6,0.886,95.15,66.18,7.47,15.84,-0.9,-128,0.357251
5258,Bauer,red,hip hop,planner,79.640097,0,1,1,1,70.49,68.37,hotel,94.26,4,8,48,7,0.889,77.23,44.68,5.57,11.49,-0.66,-86,0.076029
5259,CCM,red,electronic,hype,56.485494,0,0,1,1,78.43,74.52,mike,70.21,4,7,24,11,0.516,84.23,53.08,6.01,11.72,-0.83,-15,0.135138
5260,Warrior,white,metal,joker,39.898493,0,0,0,1,61.39,61.87,oscar,70.76,4,4,20,4,0.728,92.92,,6.71,8.94,-3.69,-147,0.310536
5261,Bauer,blue,rock,hype,52.585327,0,0,1,1,79.19,62.89,yankee,34.65,0,5,42,7,0.751,68.57,34.28,8.38,6.52,-4.05,-116,0.968467
5262,Bauer,white,pop,quiet,35.29045,0,1,1,0,46,79.94,kilo,36.71,4,5,18,6,0.709,85.27,54.32,8.38,6.55,-3.74,-86,0.350709
5263,Bauer,white,pop,quiet,30.795785,0,0,1,0,73.22,62.32,foxtrot,66.71,2,1,31,4,0.449,87.17,56.6,8.96,16.67,-1.4,-58,0.903675
5264,Sherwood,white,country,mentor,65.629102,0,0,1,1,81.88,50.9,delta,70.27,5,4,49,6,0.953,77.95,45.54,7.52,8.25,-3.34,-148,0.073911
5265,Bauer,white,electronic,mentor,63.150735,0,0,0,1,74.21,47.33,zulu,54.97,0,8,51,4,0.49,81.06,49.27,5.66,5.06,-2.59,-90,0.957876
5266,Sherwood,black,metal,mentor,53.11582,0,0,0,1,66.34,69.23,charlie,57.21,5,8,34,10,0.722,76.5,43.8,8.33,11.86,-1.03,-84,0.650422
5267,Bauer,red,pop,planner,57.430926,0,1,1,1,61.03,9.41,mike,14,0,7,4,9,0.568,75.83,43,7.71,11.37,-3.45,-154,0.966817
5268,CCM,black,metal,hype,70.247026,0,0,1,1,65.6,84.13,romeo,50.93,3,1,46,4,0.65,77.27,44.72,9.76,5.52,-2.33,-106,0.119069
5269,CCM,black,electronic,quiet,68.859728,0,0,1,1,78.81,71.13,kilo,50.32,1,8,48,8,0.713,90.45,60.54,7.32,14.08,-5.77,-174,0.592641
5270,CCM,black,pop,joker,44.809144,1,0,0,0,49.6,64.34,sierra,85.39,4,2,9,5,0.649,81.52,49.82,6.3,16.43,-2.57,-11,0.891822
5271,Bauer,black,country,hype,30.795491,0,0,1,1,96.44,45.01,oscar,70,2,5,42,10,0.98,90.97,61.16,7.88,14.56,-2.61,-52,0.297788
5272,TRUE,black,pop,planner,43.4606,0,0,0,1,49.4,61.86,kilo,70.58,2,7,38,2,0.889,97.28,68.74,8.8,5.59,-0.61,-54,0.241018
5273,Sherwood,black,metal,hype,69.187693,1,1,1,1,58.73,37.6,juliett,16.04,3,3,33,8,0.888,71.99,,9.02,4.43,-3.53,-17,0.401735
5274,Warrior,white,country,quiet,38.730462,0,0,1,0,75.05,33.42,alpha,80.02,2,4,27,2,0.902,77.07,44.48,7.66,16.81,-1.24,-46,0.532363
5275,Bauer,red,rock,joker,70.358036,0,1,1,0,90.8,66.35,echo,85.12,5,1,48,5,0.571,76.58,43.9,7.34,12.25,-1.63,-161,0.83676
5276,Bauer,white,country,mentor,52.877783,0,1,0,1,98.03,46.78,romeo,68.72,0,4,2,4,0.953,69.42,35.3,8.28,14.43,-4.92,-100,0.163381
5277,Bauer,blue,hip hop,planner,14.206435,0,0,0,1,84.19,53.72,india,44.64,0,7,30,5,0.514,79.79,47.75,9.69,16.72,-2.06,-75,0.375578
5278,Sherwood,white,hip hop,quiet,41.515989,0,0,1,1,82.84,59.97,whiskey,39.09,1,5,51,1,0.407,80.08,48.1,6.87,9.54,-0.34,-92,0.735756
5279,TRUE,white,hip hop,joker,64.604358,0,1,1,0,51.49,16.4,tango,59.57,4,7,4,5,0.407,72.43,38.92,5.57,15.66,-1.92,-131,0.952594
5280,CCM,black,pop,planner,46.594738,1,0,1,1,98.38,83.79,foxtrot,73.99,1,2,25,5,0.4,83.7,52.44,9.32,16.52,-2.36,-163,0.896889
5281,CCM,red,metal,joker,42.153829,0,1,1,0,80.02,62.41,whiskey,61.91,2,4,3,4,0.476,85.54,54.65,7.94,15.77,-1.7,-15,0.911566
5282,TRUE,white,hip hop,mentor,45.41037,0,1,1,1,73.39,79.76,uniform,49.11,0,2,20,8,0.652,69.32,35.18,7.82,14.57,-2.42,-170,0.591782
5283,Bauer,black,rock,hype,56.290095,0,0,1,0,86.51,88.61,uniform,87.19,3,6,33,5,0.589,80.61,48.73,6.06,14.14,-1.41,-13,0.02912
5284,CCM,black,pop,hype,33.171718,0,0,0,1,53.91,19.45,xray,54.02,1,5,22,4,0.942,90.78,,7.65,10.02,-0.99,-74,0.704078
5285,Bauer,blue,metal,planner,41.374121,1,1,1,1,50.97,63.75,sierra,42.16,1,2,54,2,0.411,85.48,54.58,5.93,9.35,-0.5,-19,0.450532
5286,Sherwood,blue,metal,quiet,50.89743,0,1,1,0,87.48,53.75,foxtrot,59.87,5,2,30,9,0.883,78.94,46.73,8.09,6.94,-0.23,-142,0.676888
5287,CCM,white,rock,quiet,71.485083,0,1,1,0,92.37,65.88,yankee,26.9,2,6,9,5,0.937,80.86,49.03,7.67,6.52,-0.72,-73,0.993033
5288,Bauer,black,pop,planner,32.89709,0,0,0,1,45.76,64.22,juliett,69.69,0,8,14,7,0.625,73.41,40.09,6.25,4.18,-1.03,-32,0.406595
5289,Sherwood,black,metal,hype,31.840639,0,1,1,1,46.04,81.94,golf,92.78,1,2,26,4,0.741,74.44,41.33,8.56,12.57,-1.63,-47,0.536398
5290,TRUE,white,pop,hype,63.862938,1,0,1,1,48.43,62.83,lima,44.24,5,5,14,5,0.792,87.89,57.47,9.42,10.04,-2.62,-72,0.88297
5291,CCM,white,rock,joker,39.66753,0,1,0,1,72.03,77.82,sierra,18.43,3,5,39,7,0.464,82.49,50.99,5.72,5.1,-0.44,-180,0.345827
5292,Sherwood,white,rock,mentor,55.591179,0,0,0,0,90.93,88.95,uniform,9.37,3,8,46,4,0.984,70.92,,7,8.82,-4.53,-76,0.01972
5293,Bauer,white,rock,mentor,35.407719,0,1,1,1,88.82,27.51,quebec,60.05,0,6,25,8,0.509,88.5,58.2,6.92,17.8,-0.18,-65,0.750212
5294,TRUE,white,country,hype,59.987378,1,0,1,1,64.24,62.68,victor,83.62,2,8,52,5,0.846,70.53,36.64,7.32,15.64,-5.27,-39,0.934775
5295,TRUE,white,metal,joker,48.793834,1,1,1,1,57.53,87.4,kilo,69.69,3,6,18,3,0.754,77.38,44.86,7.42,6.27,-3.83,-132,0.613099
5296,Warrior,black,country,hype,45.240307,1,1,1,0,85.64,91.41,tango,52.29,1,7,31,4,0.64,87.85,57.42,6.58,7.89,-1,-101,0.187148
5297,CCM,black,metal,joker,48.86685,1,0,1,0,62.92,62.44,whiskey,40.56,4,1,55,5,0.563,81.72,50.06,7.24,12.96,-4.32,-68,0.066104
5298,Bauer,white,hip hop,planner,46.190702,0,0,1,1,45.01,67.27,foxtrot,27.97,2,5,51,5,0.46,86.56,55.87,7.11,5.69,-3.93,-66,0.881808
5299,Warrior,black,electronic,quiet,13.370222,0,0,1,1,53.64,68.88,mike,45.09,1,5,4,5,0.844,72.68,39.22,8.53,7,-2.25,-39,0.164584
5300,CCM,white,rock,planner,60.85507,1,0,0,1,90.12,35.6,juliett,24.25,2,4,3,7,0.719,70.52,36.62,7.72,9.35,-2.06,-68,0.403526
5301,Bauer,black,country,mentor,58.076292,0,0,1,1,71.97,82,papa,74.51,4,4,45,6,0.745,80.88,49.06,7.58,14.53,-1.51,-151,0.026356
5302,TRUE,white,metal,hype,47.163469,0,1,1,1,95.82,86.13,bravo,57.04,2,2,17,3,0.653,85.28,54.34,8.76,14.8,-0.57,-70,0.195613
5303,TRUE,black,hip hop,joker,42.293253,0,0,1,1,55.83,62.82,oscar,21.43,5,3,4,6,0.407,85.02,,6.87,16.04,-2.88,-119,0.779079
5304,Bauer,black,metal,hype,45.754359,0,0,1,0,58.71,13.96,mike,51.63,0,4,52,7,0.761,78.66,46.39,7.2,10.39,-0.85,-14,0.181999
5305,Bauer,black,metal,joker,49.635282,0,0,1,1,77.86,51.62,tango,39.89,2,5,34,5,0.754,82.46,50.95,7.09,9.03,-5.73,-35,0.926305
5306,Bauer,white,pop,planner,51.670991,0,1,1,0,83.48,41.27,india,31.51,5,8,21,7,0.984,78.79,46.55,6.85,11.35,-1.19,-44,0.394646
5307,CCM,white,metal,joker,,1,1,1,1,76.91,69.84,oscar,51.82,0,4,47,4,0.706,70.99,37.19,7.61,8.66,-1.19,-135,0.067876
5308,Warrior,white,rock,joker,46.419557,0,1,0,0,56.24,69.13,charlie,15.89,4,6,48,10,0.9,79.05,46.86,5.14,9.23,-7.11,-178,0.042802
5309,CCM,green,metal,quiet,61.557811,1,1,0,0,49.66,41.04,oscar,61.56,1,1,45,7,0.864,74.17,,9.14,14.17,-6.14,-141,0.784872
5310,TRUE,white,hip hop,joker,57.38229,1,1,1,1,68.11,62.14,delta,20.26,5,2,19,7,0.417,73.18,39.82,5.71,5.42,-0.84,-39,0.076978
5311,Bauer,black,metal,quiet,61.218268,1,1,1,1,79,33.1,zulu,42.48,3,5,24,3,0.729,87.57,57.08,6.73,15.5,-5.08,-172,0.232564
5312,Sherwood,blue,pop,mentor,67.136722,0,0,1,1,53.14,75.86,echo,42.24,2,5,27,4,0.683,86,55.2,6.33,12.4,-7.16,-56,0.824803
5313,Warrior,white,country,planner,38.730166,0,1,1,1,69.38,57.95,oscar,74.5,3,3,8,5,0.751,79.55,,4.77,5.29,-3.85,-45,0.411802
5314,Warrior,white,metal,hype,54.35497,0,1,1,1,90.38,57.79,tango,61.49,0,8,51,5,0.804,68.81,34.57,7.14,9.24,-4.55,-97,0.933433
5315,CCM,white,hip hop,joker,61.697096,0,1,1,0,75.14,76.51,whiskey,66.29,0,7,51,5,0.511,67.27,,9.12,13.12,-1.53,-167,0.059384
5316,Sherwood,black,rock,joker,48.929764,0,0,1,0,52.16,84.75,yankee,22.73,5,5,52,3,0.523,85.45,54.54,7.68,6.81,-1.63,-121,0.884492
5317,Bauer,red,metal,planner,39.893842,0,0,1,1,98.03,82.61,quebec,35.41,1,8,54,5,0.64,72.1,38.52,8.07,16.28,-1.61,-122,0.716612
5318,CCM,blue,metal,mentor,50.530602,0,1,1,1,52.7,49.89,uniform,39.57,2,5,9,4,0.671,91.17,61.4,6.54,17.41,-4.45,-78,0.886037
5319,Bauer,red,electronic,mentor,38.642208,0,0,1,1,70.25,56.85,golf,43.48,3,4,33,4,0.564,74.01,40.81,8.66,5.67,-1.84,-116,0.636389
5320,Bauer,white,pop,planner,16.720658,0,1,1,0,96.49,56.14,romeo,61.82,1,6,15,9,0.491,97.91,69.49,6.43,16.16,-2.99,-110,0.313777
5321,TRUE,black,metal,joker,50.55615,0,1,0,1,50.25,69.39,charlie,75.81,2,4,15,2,0.593,74.73,41.68,6.25,4.77,-1.16,-156,0.663471
5322,CCM,black,hip hop,quiet,61.498443,1,0,1,1,67,69.55,charlie,14.97,2,1,10,4,0.77,83.28,51.94,6.9,13.46,-5.13,-151,0.656876
5323,Bauer,white,hip hop,hype,32.465665,0,1,1,1,80.04,65.86,romeo,30.17,4,6,46,4,0.65,79.08,46.9,6.82,14.99,-2.91,-7,0.73204
5324,Sherwood,black,metal,joker,72.021271,0,0,0,1,46.04,20.71,foxtrot,76.54,4,5,43,5,0.946,74.49,,5.39,16.63,-0.83,-11,0.951372
5325,Bauer,black,country,quiet,41.36763,0,1,0,1,83.07,52.71,victor,41.07,2,3,13,4,0.591,85.6,54.72,7.71,6.23,-2.03,-154,0.3419
5326,Warrior,black,rock,quiet,76.037547,0,1,0,1,63.97,60.81,whiskey,33.8,3,3,27,4,0.979,83.66,52.39,7.28,16.51,-1.77,-163,0.045335
5327,Warrior,green,country,joker,63.220041,0,1,1,1,50.25,45.45,echo,66.02,0,6,20,6,0.75,91.62,61.94,6.37,15.11,-2.36,-31,0.894374
5328,TRUE,red,rock,hype,,0,0,1,1,76.94,75.17,oscar,39.88,4,7,6,5,0.979,87.86,,7.24,10.37,-3.24,-53,0.759622
5329,Warrior,white,hip hop,mentor,48.643965,0,0,1,0,57.67,51.28,hotel,49.91,3,5,53,3,0.683,88.73,58.48,5.67,12.94,-3.41,-171,0.856851
5330,CCM,blue,metal,mentor,42.117662,0,0,0,1,55.26,77.45,tango,46,5,3,5,5,0.605,80.8,48.96,6.71,7.55,-3.34,-107,0.362769
5331,Bauer,blue,hip hop,hype,66.653395,0,1,1,1,92.17,51.69,golf,57.01,1,8,37,7,0.671,80.39,48.47,7.02,7.13,-3.79,-10,0.513864
5332,CCM,black,hip hop,mentor,63.329337,0,0,1,0,67.04,36.54,whiskey,27.75,0,5,1,10,0.583,76.45,43.74,5.07,13.71,-2.79,-180,0.049932
5333,Bauer,white,pop,joker,58.823437,1,1,0,0,88.53,36.68,tango,62.15,5,4,10,5,0.869,82.42,50.9,6.06,14.79,-1.46,-168,0.537052
5334,CCM,white,electronic,planner,46.484144,1,0,1,1,92.39,37.09,yankee,57.66,5,2,7,6,0.823,83.19,51.83,7.79,6.61,-2.74,-93,0.792119
5335,Bauer,black,hip hop,planner,61.790876,0,1,1,0,57.34,60.34,quebec,38.82,5,3,30,3,0.849,85.22,54.26,5.92,16.73,-2.23,-128,0.163418
5336,Warrior,white,metal,mentor,27.440193,1,0,1,1,96.84,53.29,oscar,45.54,1,8,1,7,0.866,85.25,54.3,9.29,8.39,-3.55,-180,0.763745
5337,CCM,black,pop,quiet,13.347366,0,0,0,1,79.65,45.94,xray,50.97,1,1,51,6,0.473,88.06,57.67,6.81,15.22,-1.91,-36,0.702089
5338,Warrior,white,electronic,hype,58.629018,0,0,0,0,68.28,34.76,hotel,61.14,1,5,36,6,0.709,77.65,45.18,7.4,7.67,-3.56,-9,0.848444
5339,Warrior,blue,country,hype,13.246457,0,0,1,0,98.29,37.94,india,55.17,4,2,55,6,0.4,75.07,,5.98,15.61,-3.91,-117,0.385969
5340,CCM,black,rock,hype,,0,1,1,0,48.12,62.67,xray,38.66,3,1,40,9,0.747,89.43,59.32,8.19,16.19,-1.53,-135,0.696168
5341,Warrior,black,hip hop,planner,77.094226,0,0,0,1,65.13,59.34,bravo,16.52,2,8,22,6,0.581,85.57,54.68,7.64,13.77,-0.67,-12,0.42723
5342,Bauer,red,metal,quiet,40.068148,0,0,1,1,45.42,61.17,zulu,75.5,2,6,3,4,0.67,85.8,,6.42,5.64,-2.58,-31,0.234912
5343,Sherwood,white,hip hop,planner,35.604088,0,1,1,1,94.35,63.38,bravo,53.99,5,1,42,6,0.74,81.37,49.64,8.04,4.45,-1.97,-132,0.551487
5344,Bauer,blue,pop,mentor,65.6417,1,1,1,0,98.56,86.95,delta,71.6,5,2,52,5,0.509,69.72,35.66,6.38,4.62,-1.39,-152,0.073732
5345,CCM,black,hip hop,planner,,0,1,1,1,87.45,67.65,juliett,40.37,4,1,20,9,0.87,78.77,46.52,6.4,16.7,-2.02,-140,0.802542
5346,Bauer,white,electronic,hype,72.869376,0,1,0,1,66.71,48.16,lima,62.79,0,2,45,6,0.724,82.99,51.59,6.64,11.98,-1.53,-158,0.844863
5347,Warrior,black,hip hop,quiet,39.306025,0,0,1,0,91.69,85.33,whiskey,37.32,5,3,9,2,0.845,75.09,42.11,7.86,15.35,-0.53,-47,0.911127
5348,CCM,white,rock,joker,42.485148,0,1,1,0,80.42,62.69,foxtrot,49.8,1,1,21,5,0.476,72.32,38.78,7.54,14.94,-0.63,-58,0.176814
5349,Bauer,black,rock,joker,38.892605,0,1,0,1,90.45,72.16,golf,42.56,1,5,1,5,0.569,77.45,,7.14,9.05,-3.59,-16,0.527989
5350,Warrior,black,rock,joker,85.378338,0,0,0,0,74.49,60.31,xray,10.01,1,7,37,7,0.795,76.87,,6.74,7.88,-3.46,-140,0.683837
5351,Sherwood,green,rock,mentor,60.832266,0,0,0,1,58.6,55.28,kilo,45.65,1,3,47,3,0.799,78.42,46.1,6.95,14.27,-1.8,-7,0.608307
5352,Bauer,white,pop,hype,37.609218,0,0,1,1,93.2,59.53,romeo,63.99,4,1,1,3,0.669,79.06,46.87,7.38,15.24,-1.94,-72,0.21117
5353,Bauer,black,pop,planner,54.104077,0,0,1,1,49.03,62.56,tango,40.11,5,4,49,13,0.524,67.8,33.36,7.68,8,-6.19,-38,0.95506
5354,Bauer,blue,hip hop,mentor,53.654022,0,0,1,1,86.01,75.39,uniform,72.86,0,6,44,6,0.52,77.19,44.63,7.69,13.54,-1.56,-68,0.036254
5355,Warrior,white,hip hop,joker,38.209678,0,1,1,1,81.11,86.35,november,28.77,3,8,44,2,0.531,77.42,44.9,8.17,8.48,-2.78,-86,0.467892
5356,CCM,black,electronic,joker,53.506721,0,1,0,1,53.47,80.65,echo,85.28,4,8,34,6,0.818,79,46.8,8.27,4.03,-2.79,-35,0.827099
5357,Warrior,black,metal,joker,66.783551,0,0,0,1,60.99,73.59,sierra,52.6,2,4,54,4,0.392,74.49,41.39,8.5,16.81,-2.22,-93,0.490998
5358,CCM,white,pop,hype,56.268737,0,0,0,1,64.55,28.5,hotel,50,5,8,28,4,0.689,81.28,,7.27,6.19,-1.6,-98,0.860701
5359,Bauer,black,rock,quiet,40.400828,0,0,0,1,95.06,67.88,tango,26.58,5,2,27,8,0.396,84.42,53.3,7.11,11.36,-7.54,-151,0.085777
5360,Bauer,red,pop,quiet,28.258446,0,0,1,0,63.07,74.5,sierra,81.03,3,7,28,5,0.904,83.93,52.72,6.37,11.2,-1.98,-94,0.316055
5361,CCM,white,pop,joker,73.60978,0,0,0,1,66.94,45.93,hotel,94.84,2,1,9,6,0.723,70.94,37.13,6.57,11.07,-1.21,-34,0.839808
5362,Warrior,red,electronic,planner,49.373746,0,1,1,1,55.2,59.38,golf,87.45,2,8,13,1,0.688,69.34,35.21,6.87,4.37,-0.49,-109,0.513774
5363,Warrior,black,hip hop,mentor,35.139879,1,0,1,1,73.04,80.4,november,70.79,2,2,36,7,0.859,89.09,58.91,7.86,6.12,-5.63,-58,0.755936
5364,Warrior,black,pop,quiet,55.620361,0,0,1,1,83.94,59.53,charlie,2.9,5,2,41,6,0.46,80.39,48.47,5.9,16.95,-3.99,-14,0.387633
5365,Bauer,white,pop,joker,43.225615,0,0,0,1,60.26,41.32,tango,62.99,3,1,23,6,0.956,75.97,,7.16,9.97,-5.51,-40,0.50959
5366,CCM,white,country,quiet,54.531496,0,0,0,1,92.58,63.57,uniform,21.72,0,6,19,5,0.942,89.05,58.86,6.69,7.04,-3.01,-135,0.394315
5367,Warrior,white,pop,planner,57.52161,0,1,1,0,71.65,72.86,india,7.7,1,8,43,6,0.907,83.29,51.95,7.85,7.41,-1.81,-118,0.081506
5368,Warrior,white,rock,mentor,59.075489,0,1,1,1,56.45,56.22,golf,63.27,3,7,38,5,0.77,63.61,28.33,6.46,8.97,-4.08,-36,0.527698
5369,CCM,black,hip hop,hype,37.33502,0,1,1,1,60.06,67.85,victor,46.75,2,4,50,4,0.7,93.17,63.8,7.44,4.38,-6.12,-46,0.388459
5370,CCM,white,pop,planner,36.484143,0,1,1,0,53.9,67.32,november,60.46,5,5,44,4,0.56,82.4,50.88,8.11,12.86,-0.72,-157,0.140357
5371,Bauer,blue,hip hop,joker,64.539939,1,0,1,1,80.96,41.55,charlie,50.59,0,3,35,3,0.468,82.72,51.26,8.54,17.79,-5.94,-89,0.635689
5372,CCM,white,rock,quiet,71.504733,1,0,1,1,97.94,59.45,foxtrot,86.82,2,3,22,3,0.749,84.33,,9.05,6.79,-1.22,-19,0.849574
5373,Bauer,blue,metal,quiet,47.788503,1,1,1,0,97.73,27.75,echo,63.55,0,5,10,3,0.783,90.98,61.18,8.01,11.05,-1.78,-78,0.864022
5374,CCM,white,pop,joker,33.788995,0,1,0,1,63.92,65.68,november,23.5,2,1,8,3,0.458,81.02,49.22,9.38,11.45,-3.09,-62,0.140823
5375,Warrior,black,hip hop,hype,68.459167,0,1,1,0,81.68,59.75,foxtrot,24.47,4,8,3,2,0.882,76.61,43.93,7.6,8.44,-3.59,-118,0.902435
5376,CCM,red,metal,mentor,64.439424,0,1,1,1,94.01,57.33,yankee,29.17,0,4,29,9,0.444,77.44,44.93,8.45,11.6,-1.15,-119,0.987245
5377,CCM,blue,rock,joker,,1,0,0,1,72.04,74.53,delta,56.38,4,4,35,7,0.404,71.21,37.45,8.45,4.94,-4.52,-125,0.096898
5378,CCM,white,country,joker,39.472814,0,1,1,1,53.44,62.8,juliett,16.61,5,5,47,4,0.837,88.4,58.08,7.27,16.58,-5.03,-115,0.402823
5379,TRUE,black,pop,mentor,48.71644,0,0,1,1,96.66,64.83,quebec,37.35,3,8,20,8,0.552,81.33,49.6,5.59,16.38,-1.15,-58,0.750752
5380,CCM,black,electronic,planner,66.697179,0,1,0,1,65.6,55.75,oscar,14.79,5,2,55,6,0.755,79.19,47.03,8.42,5.44,-0.7,-82,0.100776
5381,Warrior,black,hip hop,quiet,47.810467,0,1,1,1,59.87,54.34,hotel,16.13,4,8,27,2,0.494,81.44,49.73,8.97,16.87,-0.87,-73,0.923408
5382,Bauer,black,rock,hype,43.26372,0,1,1,1,53.65,85.9,india,61.63,0,1,48,7,0.501,86.54,55.85,7.28,7.16,-1.73,-49,0.371221
5383,Warrior,blue,pop,mentor,64.096059,0,1,1,1,96.87,78.25,sierra,28.62,4,3,9,5,0.972,81.23,49.48,6.85,8.41,-1.43,-175,0.069285
5384,Bauer,white,metal,joker,38.649638,0,1,1,1,84.25,70.07,romeo,57.09,4,4,23,2,0.684,77.43,,7.96,15.15,-1.42,-30,0.155526
5385,TRUE,black,electronic,planner,76.842468,0,1,0,1,58.8,73.02,hotel,71.47,1,1,40,6,0.457,85.22,54.26,6.84,13.78,-3,-107,0.860949
5386,Bauer,black,hip hop,quiet,72.288055,0,1,0,0,86.74,70.6,lima,71.56,2,8,34,6,0.549,75.91,43.09,7.98,15.73,-11.03,-29,0.960424
5387,Warrior,black,electronic,joker,71.57602,0,1,1,1,88.75,65.05,november,51.55,2,7,53,8,0.39,78.92,46.7,5.81,8.63,-1.36,-46,0.133282
5388,CCM,white,pop,joker,78.84598,0,0,1,1,99.11,24.33,echo,55.58,4,4,1,4,0.711,77.99,45.59,7.77,11.24,-4.92,-43,0.806193
5389,Warrior,white,rock,joker,47.222735,0,0,1,0,57.29,65.54,juliett,32.34,0,8,8,6,0.454,91.39,61.67,7.65,16.88,-2.58,-80,0.408636
